Teff,Logg,G2018,G2018_BP,G2018_RP,J,H,K,W1_W10,W2_W10,W3_W10,W4_W10
3900.00,4.00,-36.236,-35.337,-37.136,-38.415,-39.203,-39.375,-39.404,-39.386,-39.506,-39.546
3900.00,4.50,-36.288,-35.394,-37.189,-38.425,-39.135,-39.323,-39.381,-39.394,-39.509,-39.549
3900.00,5.00,-36.343,-35.465,-37.238,-38.429,-39.064,-39.271,-39.363,-39.399,-39.514,-39.557
3900.00,5.50,-36.374,-35.505,-37.264,-38.427,-39.019,-39.236,-39.348,-39.400,-39.518,-39.564
4000.00,2.50,-36.407,-35.599,-37.250,-38.459,-39.259,-39.436,-39.477,-39.398,-39.544,-39.563
4000.00,3.00,-36.419,-35.614,-37.262,-38.468,-39.276,-39.445,-39.479,-39.410,-39.548,-39.571
4000.00,3.50,-36.415,-35.601,-37.266,-38.479,-39.284,-39.448,-39.474,-39.417,-39.545,-39.571
4000.00,4.00,-36.423,-35.600,-37.283,-38.492,-39.273,-39.436,-39.460,-39.421,-39.539,-39.569
4000.00,4.50,-36.457,-35.627,-37.323,-38.504,-39.221,-39.394,-39.440,-39.428,-39.540,-39.571
4000.00,5.00,-36.518,-35.701,-37.378,-38.509,-39.156,-39.347,-39.427,-39.439,-39.554,-39.587
4000.00,5.50,-36.546,-35.733,-37.405,-38.494,-39.064,-39.279,-39.404,-39.444,-39.568,-39.602
4100.00,2.50,-36.608,-35.868,-37.415,-38.542,-39.303,-39.470,-39.511,-39.433,-39.573,-39.590
4100.00,3.00,-36.606,-35.841,-37.430,-38.557,-39.322,-39.482,-39.518,-39.447,-39.581,-39.599
4100.00,3.50,-36.602,-35.827,-37.432,-38.563,-39.334,-39.489,-39.518,-39.454,-39.580,-39.600
4100.00,4.00,-36.600,-35.811,-37.441,-38.576,-39.335,-39.489,-39.514,-39.459,-39.578,-39.600
4100.00,4.50,-36.620,-35.818,-37.471,-38.590,-39.306,-39.464,-39.501,-39.466,-39.578,-39.600
4100.00,5.00,-36.659,-35.857,-37.510,-38.589,-39.239,-39.415,-39.485,-39.477,-39.592,-39.616
4100.00,5.50,-36.681,-35.877,-37.535,-38.592,-39.191,-39.380,-39.471,-39.481,-39.595,-39.622
4200.00,2.50,-36.784,-36.096,-37.562,-38.624,-39.345,-39.502,-39.543,-39.467,-39.601,-39.617
4200.00,3.00,-36.781,-36.071,-37.573,-38.636,-39.363,-39.515,-39.551,-39.479,-39.608,-39.623
4200.00,3.50,-36.783,-36.069,-37.580,-38.641,-39.374,-39.522,-39.553,-39.488,-39.611,-39.628
4200.00,4.00,-36.776,-36.046,-37.582,-38.651,-39.383,-39.528,-39.554,-39.492,-39.608,-39.624
4200.00,4.50,-36.784,-36.039,-37.600,-38.662,-39.368,-39.516,-39.547,-39.498,-39.608,-39.625
4200.00,5.00,-36.811,-36.059,-37.634,-38.667,-39.321,-39.481,-39.535,-39.509,-39.619,-39.636
4200.00,5.50,-36.834,-36.077,-37.660,-38.670,-39.273,-39.447,-39.523,-39.516,-39.627,-39.647
4300.00,2.50,-36.943,-36.295,-37.696,-38.704,-39.387,-39.535,-39.574,-39.501,-39.628,-39.642
4300.00,3.00,-36.942,-36.279,-37.706,-38.714,-39.403,-39.547,-39.582,-39.511,-39.634,-39.647
4300.00,3.50,-36.948,-36.283,-37.715,-38.718,-39.414,-39.554,-39.585,-39.523,-39.639,-39.654
4300.00,4.00,-36.941,-36.262,-37.716,-38.725,-39.424,-39.562,-39.588,-39.525,-39.636,-39.650
4300.00,4.50,-36.943,-36.251,-37.726,-38.734,-39.422,-39.560,-39.587,-39.530,-39.637,-39.652
4300.00,5.00,-36.962,-36.257,-37.755,-38.744,-39.394,-39.539,-39.580,-39.540,-39.645,-39.658
4300.00,5.50,-36.976,-36.260,-37.777,-38.744,-39.343,-39.503,-39.568,-39.548,-39.654,-39.668
4400.00,2.50,-37.085,-36.468,-37.816,-38.780,-39.426,-39.567,-39.605,-39.529,-39.652,-39.661
4400.00,3.00,-37.091,-36.467,-37.829,-38.789,-39.442,-39.578,-39.612,-39.543,-39.660,-39.671
4400.00,3.50,-37.096,-36.469,-37.837,-38.794,-39.455,-39.587,-39.617,-39.552,-39.661,-39.673
4400.00,4.00,-37.095,-36.459,-37.842,-38.798,-39.462,-39.593,-39.620,-39.558,-39.663,-39.676
4400.00,4.50,-37.093,-36.446,-37.848,-38.805,-39.468,-39.598,-39.621,-39.562,-39.664,-39.678
4400.00,5.00,-37.103,-36.441,-37.868,-38.815,-39.451,-39.586,-39.618,-39.569,-39.669,-39.679
4400.00,5.50,-37.113,-36.437,-37.888,-38.815,-39.409,-39.555,-39.609,-39.578,-39.679,-39.689
4500.00,2.50,-37.231,-36.646,-37.939,-38.857,-39.464,-39.598,-39.634,-39.563,-39.680,-39.689
4500.00,3.00,-37.232,-36.643,-37.946,-38.861,-39.479,-39.608,-39.641,-39.574,-39.685,-39.695
4500.00,3.50,-37.234,-36.643,-37.950,-38.863,-39.490,-39.616,-39.644,-39.583,-39.687,-39.698
4500.00,4.00,-37.239,-36.642,-37.960,-38.870,-39.500,-39.624,-39.649,-39.590,-39.689,-39.701
4500.00,4.50,-37.237,-36.629,-37.965,-38.875,-39.506,-39.629,-39.651,-39.593,-39.690,-39.703
4500.00,5.00,-37.240,-36.619,-37.977,-38.882,-39.501,-39.627,-39.652,-39.599,-39.693,-39.706
4500.00,5.50,-37.255,-36.620,-38.003,-38.891,-39.477,-39.610,-39.649,-39.609,-39.702,-39.709
4600.00,2.50,-37.361,-36.804,-38.049,-38.925,-39.499,-39.627,-39.661,-39.598,-39.704,-39.712
4600.00,3.00,-37.366,-36.807,-38.057,-38.930,-39.514,-39.637,-39.668,-39.605,-39.710,-39.719
4600.00,3.50,-37.366,-36.806,-38.059,-38.931,-39.524,-39.644,-39.671,-39.614,-39.712,-39.724
4600.00,4.00,-37.375,-36.810,-38.070,-38.939,-39.536,-39.654,-39.677,-39.620,-39.714,-39.725
4600.00,4.50,-37.372,-36.799,-38.075,-38.943,-39.543,-39.660,-39.680,-39.624,-39.715,-39.726
4600.00,5.00,-37.374,-36.789,-38.085,-38.949,-39.545,-39.663,-39.683,-39.628,-39.716,-39.728
4600.00,5.50,-37.382,-36.782,-38.104,-38.957,-39.530,-39.653,-39.682,-39.636,-39.723,-39.731
4700.00,2.50,-37.484,-36.952,-38.152,-38.990,-39.534,-39.655,-39.687,-39.627,-39.728,-39.736
4700.00,3.00,-37.493,-36.962,-38.162,-38.996,-39.548,-39.665,-39.695,-39.635,-39.734,-39.743
4700.00,3.50,-37.495,-36.964,-38.165,-38.997,-39.557,-39.672,-39.698,-39.645,-39.737,-39.749
4700.00,4.00,-37.503,-36.968,-38.175,-39.004,-39.569,-39.682,-39.704,-39.650,-39.738,-39.749
4700.00,4.50,-37.503,-36.961,-38.182,-39.009,-39.576,-39.688,-39.707,-39.655,-39.740,-39.750
4700.00,5.00,-37.502,-36.951,-38.189,-39.014,-39.581,-39.693,-39.711,-39.658,-39.740,-39.751
4700.00,5.50,-37.505,-36.940,-38.202,-39.021,-39.575,-39.690,-39.712,-39.664,-39.744,-39.753
4800.00,2.50,-37.605,-37.097,-38.255,-39.054,-39.568,-39.683,-39.712,-39.657,-39.752,-39.760
4800.00,3.00,-37.616,-37.110,-38.264,-39.060,-39.581,-39.694,-39.721,-39.665,-39.759,-39.767
4800.00,3.50,-37.614,-37.108,-38.263,-39.059,-39.590,-39.699,-39.723,-39.673,-39.761,-39.772
4800.00,4.00,-37.622,-37.114,-38.273,-39.066,-39.601,-39.709,-39.729,-39.679,-39.762,-39.771
4800.00,4.50,-37.626,-37.112,-38.282,-39.071,-39.608,-39.715,-39.733,-39.684,-39.763,-39.773
4800.00,5.00,-37.625,-37.103,-38.288,-39.076,-39.615,-39.722,-39.737,-39.687,-39.764,-39.774
4800.00,5.50,-37.631,-37.099,-38.302,-39.086,-39.621,-39.728,-39.741,-39.691,-39.765,-39.775
4900.00,2.50,-37.722,-37.237,-38.353,-39.115,-39.601,-39.711,-39.737,-39.685,-39.775,-39.782
4900.00,3.00,-37.731,-37.250,-38.360,-39.120,-39.613,-39.721,-39.746,-39.693,-39.782,-39.789
4900.00,3.50,-37.735,-37.255,-38.364,-39.123,-39.623,-39.728,-39.750,-39.702,-39.784,-39.793
4900.00,4.00,-37.740,-37.258,-38.371,-39.127,-39.633,-39.736,-39.755,-39.708,-39.785,-39.794
4900.00,4.50,-37.740,-37.253,-38.375,-39.130,-39.640,-39.742,-39.758,-39.712,-39.786,-39.795
4900.00,5.00,-37.743,-37.248,-38.384,-39.136,-39.646,-39.748,-39.762,-39.716,-39.786,-39.796
4900.00,5.50,-37.743,-37.237,-38.392,-39.142,-39.651,-39.754,-39.766,-39.719,-39.787,-39.795
5000.00,2.50,-37.823,-37.359,-38.436,-39.163,-39.625,-39.730,-39.753,-39.709,-39.788,-39.797
5000.00,3.00,-37.842,-37.382,-38.452,-39.178,-39.646,-39.748,-39.770,-39.721,-39.804,-39.812
5000.00,3.50,-37.846,-37.388,-38.455,-39.180,-39.654,-39.754,-39.774,-39.730,-39.806,-39.815
5000.00,4.00,-37.852,-37.392,-38.463,-39.185,-39.663,-39.762,-39.780,-39.736,-39.808,-39.816
5000.00,4.50,-37.853,-37.390,-38.468,-39.189,-39.671,-39.769,-39.783,-39.740,-39.808,-39.817
5000.00,5.00,-37.855,-37.385,-38.475,-39.193,-39.677,-39.775,-39.787,-39.744,-39.809,-39.817
5000.00,5.50,-37.853,-37.374,-38.481,-39.198,-39.681,-39.779,-39.790,-39.747,-39.810,-39.818
5100.00,2.50,-37.931,-37.488,-38.526,-39.219,-39.656,-39.756,-39.777,-39.736,-39.810,-39.818
5100.00,3.00,-37.948,-37.509,-38.540,-39.233,-39.676,-39.774,-39.793,-39.748,-39.826,-39.833
5100.00,3.50,-37.951,-37.514,-38.542,-39.235,-39.685,-39.781,-39.797,-39.756,-39.827,-39.836
5100.00,4.00,-37.959,-37.521,-38.551,-39.241,-39.693,-39.788,-39.803,-39.763,-39.830,-39.838
5100.00,4.50,-37.959,-37.518,-38.554,-39.243,-39.700,-39.794,-39.807,-39.766,-39.830,-39.838
5100.00,5.00,-37.963,-37.516,-38.562,-39.249,-39.707,-39.801,-39.811,-39.771,-39.831,-39.839
5100.00,5.50,-37.961,-37.507,-38.567,-39.253,-39.715,-39.808,-39.814,-39.772,-39.830,-39.837
5200.00,2.50,-38.042,-37.619,-38.620,-39.282,-39.695,-39.790,-39.808,-39.765,-39.841,-39.849
5200.00,3.00,-38.051,-37.632,-38.625,-39.286,-39.706,-39.799,-39.816,-39.775,-39.847,-39.855
5200.00,3.50,-38.053,-37.636,-38.626,-39.288,-39.715,-39.806,-39.820,-39.782,-39.848,-39.856
5200.00,4.00,-38.060,-37.642,-38.634,-39.293,-39.723,-39.813,-39.826,-39.788,-39.851,-39.860
5200.00,4.50,-38.061,-37.641,-38.638,-39.296,-39.730,-39.820,-39.830,-39.792,-39.852,-39.859
5200.00,5.00,-38.065,-37.640,-38.646,-39.302,-39.736,-39.826,-39.834,-39.797,-39.853,-39.861
5200.00,5.50,-38.067,-37.636,-38.654,-39.308,-39.743,-39.832,-39.839,-39.800,-39.852,-39.859
5300.00,2.50,-38.141,-37.738,-38.701,-39.332,-39.722,-39.814,-39.830,-39.792,-39.861,-39.869
5300.00,3.00,-38.149,-37.749,-38.706,-39.337,-39.734,-39.824,-39.838,-39.801,-39.868,-39.875
5300.00,3.50,-38.152,-37.754,-38.708,-39.340,-39.742,-39.831,-39.843,-39.809,-39.870,-39.879
5300.00,4.00,-38.159,-37.761,-38.715,-39.345,-39.752,-39.839,-39.849,-39.814,-39.872,-39.879
5300.00,4.50,-38.159,-37.759,-38.718,-39.347,-39.758,-39.844,-39.852,-39.818,-39.873,-39.880
5300.00,5.00,-38.162,-37.757,-38.725,-39.352,-39.763,-39.849,-39.857,-39.823,-39.874,-39.881
5300.00,5.50,-38.166,-37.755,-38.733,-39.358,-39.771,-39.857,-39.861,-39.825,-39.873,-39.879
5400.00,2.50,-38.236,-37.851,-38.778,-39.381,-39.750,-39.838,-39.852,-39.819,-39.881,-39.888
5400.00,3.00,-38.244,-37.863,-38.783,-39.386,-39.762,-39.848,-39.860,-39.828,-39.888,-39.895
5400.00,3.50,-38.247,-37.868,-38.786,-39.389,-39.771,-39.855,-39.865,-39.835,-39.890,-39.898
5400.00,4.00,-38.253,-37.873,-38.792,-39.394,-39.779,-39.863,-39.871,-39.839,-39.892,-39.900
5400.00,4.50,-38.253,-37.871,-38.795,-39.396,-39.786,-39.868,-39.874,-39.843,-39.893,-39.900
5400.00,5.00,-38.258,-37.872,-38.803,-39.401,-39.791,-39.873,-39.879,-39.848,-39.895,-39.902
5400.00,5.50,-38.263,-37.873,-38.812,-39.408,-39.800,-39.881,-39.884,-39.851,-39.895,-39.901
5500.00,2.50,-38.329,-37.962,-38.853,-39.428,-39.776,-39.861,-39.874,-39.846,-39.900,-39.908
5500.00,3.00,-38.335,-37.972,-38.858,-39.433,-39.788,-39.871,-39.882,-39.853,-39.907,-39.914
5500.00,3.50,-38.340,-37.978,-38.861,-39.437,-39.798,-39.880,-39.887,-39.860,-39.909,-39.917
5500.00,4.00,-38.343,-37.981,-38.866,-39.441,-39.806,-39.886,-39.892,-39.864,-39.912,-39.919
5500.00,4.50,-38.344,-37.980,-38.869,-39.443,-39.813,-39.892,-39.895,-39.867,-39.913,-39.920
5500.00,5.00,-38.352,-37.985,-38.880,-39.450,-39.820,-39.899,-39.902,-39.873,-39.916,-39.922
5500.00,5.50,-38.353,-37.980,-38.885,-39.455,-39.826,-39.904,-39.905,-39.875,-39.915,-39.921
5600.00,2.50,-38.418,-38.069,-38.925,-39.474,-39.802,-39.884,-39.895,-39.871,-39.920,-39.927
5600.00,3.00,-38.425,-38.079,-38.930,-39.480,-39.814,-39.895,-39.903,-39.879,-39.927,-39.934
5600.00,3.50,-38.425,-38.079,-38.931,-39.481,-39.823,-39.902,-39.907,-39.885,-39.930,-39.938
5600.00,4.00,-38.430,-38.085,-38.937,-39.486,-39.832,-39.910,-39.913,-39.888,-39.932,-39.938
5600.00,4.50,-38.431,-38.083,-38.940,-39.489,-39.839,-39.915,-39.917,-39.891,-39.933,-39.939
5600.00,5.00,-38.439,-38.089,-38.951,-39.496,-39.846,-39.922,-39.923,-39.896,-39.935,-39.941
5600.00,5.50,-38.441,-38.086,-38.957,-39.500,-39.852,-39.927,-39.927,-39.899,-39.935,-39.940
5700.00,2.50,-38.506,-38.174,-38.995,-39.518,-39.826,-39.906,-39.915,-39.897,-39.940,-39.946
5700.00,3.00,-38.512,-38.182,-39.000,-39.524,-39.839,-39.917,-39.924,-39.904,-39.947,-39.953
5700.00,3.50,-38.513,-38.183,-39.003,-39.527,-39.849,-39.926,-39.929,-39.909,-39.950,-39.957
5700.00,4.00,-38.516,-38.186,-39.007,-39.531,-39.858,-39.932,-39.934,-39.913,-39.952,-39.958
5700.00,4.50,-38.516,-38.184,-39.009,-39.533,-39.865,-39.937,-39.937,-39.915,-39.953,-39.958
5700.00,5.00,-38.524,-38.189,-39.020,-39.540,-39.872,-39.944,-39.944,-39.920,-39.955,-39.961
5700.00,5.50,-38.508,-38.164,-39.014,-39.534,-39.865,-39.941,-39.945,-39.922,-39.955,-39.960
5800.00,2.50,-38.584,-38.268,-39.056,-39.554,-39.843,-39.921,-39.929,-39.917,-39.951,-39.956
5800.00,3.00,-38.597,-38.282,-39.068,-39.567,-39.863,-39.939,-39.945,-39.929,-39.966,-39.972
5800.00,3.50,-38.596,-38.281,-39.070,-39.570,-39.873,-39.947,-39.950,-39.934,-39.969,-39.976
5800.00,4.00,-38.599,-38.284,-39.074,-39.574,-39.882,-39.954,-39.955,-39.937,-39.972,-39.977
5800.00,4.50,-38.598,-38.282,-39.076,-39.576,-39.889,-39.959,-39.958,-39.939,-39.972,-39.978
5800.00,5.00,-38.605,-38.286,-39.085,-39.582,-39.897,-39.967,-39.964,-39.943,-39.974,-39.979
5800.00,5.50,-38.609,-38.286,-39.093,-39.587,-39.903,-39.972,-39.969,-39.946,-39.975,-39.979
5900.00,2.50,-38.668,-38.368,-39.122,-39.596,-39.866,-39.943,-39.950,-39.942,-39.971,-39.976
5900.00,3.00,-38.679,-38.380,-39.134,-39.609,-39.886,-39.961,-39.965,-39.954,-39.985,-39.991
5900.00,3.50,-38.677,-38.378,-39.135,-39.611,-39.897,-39.969,-39.970,-39.957,-39.988,-39.994
5900.00,4.00,-38.679,-38.379,-39.139,-39.615,-39.906,-39.976,-39.975,-39.961,-39.991,-39.996
5900.00,4.50,-38.680,-38.378,-39.143,-39.619,-39.914,-39.982,-39.980,-39.963,-39.992,-39.997
5900.00,5.00,-38.684,-38.379,-39.149,-39.623,-39.921,-39.988,-39.985,-39.966,-39.993,-39.997
5900.00,5.50,-38.690,-38.382,-39.158,-39.629,-39.928,-39.995,-39.989,-39.969,-39.994,-39.998
6000.00,2.50,-38.753,-38.472,-39.185,-39.635,-39.891,-39.966,-39.971,-39.965,-39.991,-39.995
6000.00,3.00,-38.755,-38.473,-39.191,-39.643,-39.906,-39.979,-39.982,-39.973,-40.000,-40.003
6000.00,3.50,-38.759,-38.476,-39.198,-39.651,-39.920,-39.990,-39.989,-39.979,-40.005,-40.010
6000.00,4.00,-38.755,-38.470,-39.198,-39.653,-39.928,-39.996,-39.994,-39.982,-40.007,-40.012
6000.00,4.50,-38.755,-38.468,-39.203,-39.657,-39.935,-40.003,-39.999,-39.985,-40.010,-40.014
6000.00,5.00,-38.757,-38.467,-39.209,-39.661,-39.943,-40.008,-40.004,-39.988,-40.011,-40.016
6000.00,5.50,-38.762,-38.469,-39.217,-39.666,-39.950,-40.015,-40.009,-39.991,-40.012,-40.015
6100.00,2.50,-38.833,-38.568,-39.246,-39.674,-39.912,-39.985,-39.989,-39.991,-40.018,-40.022
6100.00,3.00,-38.833,-38.565,-39.252,-39.682,-39.928,-39.999,-40.001,-39.997,-40.020,-40.023
6100.00,3.50,-38.837,-38.569,-39.259,-39.690,-39.942,-40.011,-40.009,-40.002,-40.023,-40.028
6100.00,4.00,-38.832,-38.561,-39.259,-39.692,-39.950,-40.017,-40.013,-40.006,-40.028,-40.033
6100.00,4.50,-38.829,-38.555,-39.262,-39.694,-39.958,-40.023,-40.018,-40.008,-40.030,-40.035
6100.00,5.00,-38.832,-38.555,-39.269,-39.699,-39.965,-40.029,-40.024,-40.011,-40.031,-40.035
6100.00,5.50,-38.836,-38.555,-39.276,-39.704,-39.972,-40.035,-40.028,-40.013,-40.031,-40.035
6200.00,2.50,-38.909,-38.659,-39.305,-39.711,-39.932,-40.003,-40.007,-40.013,-40.037,-40.041
6200.00,3.00,-38.909,-38.655,-39.311,-39.720,-39.948,-40.018,-40.020,-40.020,-40.039,-40.042
6200.00,3.50,-38.908,-38.652,-39.315,-39.726,-39.963,-40.031,-40.027,-40.022,-40.039,-40.043
6200.00,4.00,-38.905,-38.648,-39.317,-39.729,-39.972,-40.037,-40.032,-40.028,-40.047,-40.051
6200.00,4.50,-38.903,-38.643,-39.321,-39.733,-39.981,-40.044,-40.038,-40.030,-40.048,-40.052
6200.00,5.00,-38.904,-38.641,-39.326,-39.736,-39.988,-40.049,-40.043,-40.033,-40.050,-40.054
6200.00,5.50,-38.906,-38.639,-39.333,-39.741,-39.994,-40.055,-40.048,-40.036,-40.050,-40.054
6300.00,2.50,-38.983,-38.746,-39.361,-39.746,-39.952,-40.022,-40.026,-40.032,-40.050,-40.052
6300.00,3.00,-38.983,-38.743,-39.368,-39.756,-39.968,-40.037,-40.038,-40.041,-40.058,-40.060
6300.00,3.50,-38.979,-38.736,-39.370,-39.761,-39.983,-40.049,-40.044,-40.044,-40.061,-40.066
6300.00,4.00,-38.977,-38.732,-39.373,-39.765,-39.994,-40.057,-40.050,-40.049,-40.065,-40.070
6300.00,4.50,-38.973,-38.725,-39.376,-39.768,-40.002,-40.063,-40.056,-40.052,-40.067,-40.071
6300.00,5.00,-38.974,-38.724,-39.382,-39.772,-40.010,-40.070,-40.061,-40.054,-40.068,-40.072
6300.00,5.50,-38.976,-38.722,-39.388,-39.777,-40.017,-40.075,-40.067,-40.057,-40.068,-40.071
6400.00,2.50,-39.055,-38.832,-39.416,-39.781,-39.971,-40.040,-40.044,-40.051,-40.064,-40.067
6400.00,3.00,-39.056,-38.829,-39.424,-39.791,-39.989,-40.057,-40.056,-40.061,-40.073,-40.076
6400.00,3.50,-39.051,-38.822,-39.425,-39.796,-40.002,-40.067,-40.062,-40.066,-40.081,-40.085
6400.00,4.00,-39.047,-38.815,-39.428,-39.800,-40.014,-40.076,-40.068,-40.069,-40.083,-40.087
6400.00,4.50,-39.044,-38.808,-39.432,-39.804,-40.024,-40.084,-40.075,-40.072,-40.084,-40.087
6400.00,5.00,-39.042,-38.804,-39.436,-39.807,-40.032,-40.089,-40.080,-40.074,-40.084,-40.088
6400.00,5.50,-39.044,-38.802,-39.442,-39.811,-40.039,-40.095,-40.085,-40.077,-40.085,-40.088
6500.00,2.50,-39.129,-38.919,-39.470,-39.814,-39.988,-40.057,-40.063,-40.071,-40.078,-40.079
6500.00,3.00,-39.125,-38.911,-39.476,-39.825,-40.007,-40.074,-40.073,-40.079,-40.090,-40.092
6500.00,3.50,-39.118,-38.901,-39.477,-39.829,-40.021,-40.085,-40.080,-40.084,-40.095,-40.098
6500.00,4.00,-39.115,-38.895,-39.481,-39.835,-40.034,-40.095,-40.086,-40.088,-40.100,-40.104
6500.00,4.50,-39.110,-38.886,-39.484,-39.837,-40.043,-40.102,-40.092,-40.093,-40.105,-40.109
6500.00,5.00,-39.108,-38.882,-39.488,-39.841,-40.053,-40.108,-40.097,-40.094,-40.102,-40.105
6500.00,5.50,-39.109,-38.880,-39.494,-39.845,-40.061,-40.115,-40.103,-40.096,-40.102,-40.105
6600.00,2.50,-39.194,-38.995,-39.519,-39.847,-40.011,-40.079,-40.079,-40.080,-40.073,-40.073
6600.00,3.00,-39.194,-38.992,-39.528,-39.857,-40.026,-40.091,-40.090,-40.096,-40.105,-40.106
6600.00,3.50,-39.189,-38.984,-39.530,-39.863,-40.039,-40.103,-40.098,-40.104,-40.116,-40.120
6600.00,4.00,-39.183,-38.974,-39.533,-39.868,-40.053,-40.113,-40.104,-40.108,-40.120,-40.123
6600.00,4.50,-39.176,-38.964,-39.535,-39.871,-40.063,-40.120,-40.110,-40.112,-40.122,-40.125
6600.00,5.00,-39.173,-38.958,-39.538,-39.874,-40.073,-40.127,-40.115,-40.113,-40.120,-40.123
6600.00,5.50,-39.173,-38.955,-39.544,-39.878,-40.082,-40.134,-40.120,-40.115,-40.118,-40.121
6700.00,2.50,-39.263,-39.072,-39.574,-39.882,-40.035,-40.102,-40.100,-40.090,-40.073,-40.051
6700.00,3.00,-39.262,-39.072,-39.578,-39.889,-40.043,-40.108,-40.106,-40.113,-40.121,-40.122
6700.00,3.50,-39.255,-39.061,-39.583,-39.896,-40.057,-40.121,-40.116,-40.123,-40.133,-40.135
6700.00,4.00,-39.247,-39.050,-39.582,-39.900,-40.072,-40.131,-40.120,-40.123,-40.133,-40.137
6700.00,4.50,-39.239,-39.039,-39.583,-39.902,-40.081,-40.137,-40.126,-40.129,-40.139,-40.142
6700.00,5.00,-39.236,-39.031,-39.588,-39.906,-40.093,-40.146,-40.132,-40.131,-40.136,-40.138
6700.00,5.50,-39.235,-39.028,-39.593,-39.910,-40.102,-40.152,-40.137,-40.133,-40.134,-40.136
6800.00,2.50,-39.332,-39.150,-39.630,-39.918,-40.058,-40.123,-40.121,-40.104,-40.084,-40.030
6800.00,3.00,-39.328,-39.151,-39.626,-39.918,-40.060,-40.124,-40.121,-40.129,-40.137,-40.138
6800.00,3.50,-39.322,-39.139,-39.632,-39.928,-40.075,-40.138,-40.132,-40.139,-40.147,-40.148
6800.00,4.00,-39.312,-39.125,-39.632,-39.931,-40.090,-40.148,-40.137,-40.141,-40.149,-40.153
6800.00,4.50,-39.303,-39.113,-39.632,-39.933,-40.101,-40.155,-40.142,-40.145,-40.154,-40.157
6800.00,5.00,-39.298,-39.104,-39.636,-39.937,-40.111,-40.163,-40.149,-40.149,-40.153,-40.155
6800.00,5.50,-39.295,-39.099,-39.640,-39.941,-40.122,-40.171,-40.154,-40.150,-40.150,-40.152
6900.00,2.50,-39.396,-39.233,-39.670,-39.940,-40.066,-40.129,-40.128,-40.133,-40.118,-40.094
6900.00,3.00,-39.391,-39.226,-39.671,-39.947,-40.077,-40.142,-40.137,-40.140,-40.148,-40.160
6900.00,3.50,-39.386,-39.215,-39.679,-39.958,-40.093,-40.154,-40.148,-40.154,-40.161,-40.161
6900.00,4.00,-39.376,-39.200,-39.680,-39.962,-40.107,-40.165,-40.154,-40.159,-40.169,-40.173
6900.00,4.50,-39.364,-39.185,-39.678,-39.963,-40.118,-40.172,-40.158,-40.162,-40.170,-40.173
6900.00,5.00,-39.357,-39.174,-39.681,-39.967,-40.130,-40.180,-40.164,-40.164,-40.169,-40.172
6900.00,5.50,-39.354,-39.167,-39.686,-39.971,-40.140,-40.188,-40.171,-40.168,-40.168,-40.168
7000.00,2.50,-39.460,-39.308,-39.714,-39.968,-40.081,-40.144,-40.143,-40.150,-40.135,-40.113
7000.00,3.00,-39.453,-39.299,-39.716,-39.975,-40.093,-40.157,-40.151,-40.155,-40.162,-40.174
7000.00,3.50,-39.448,-39.287,-39.724,-39.986,-40.109,-40.170,-40.162,-40.169,-40.175,-40.175
7000.00,4.00,-39.438,-39.273,-39.726,-39.991,-40.122,-40.180,-40.170,-40.176,-40.186,-40.185
7000.00,4.50,-39.426,-39.257,-39.726,-39.994,-40.135,-40.189,-40.174,-40.178,-40.185,-40.187
7000.00,5.00,-39.417,-39.243,-39.728,-39.997,-40.148,-40.197,-40.181,-40.181,-40.183,-40.181
7000.00,5.50,-39.412,-39.235,-39.732,-40.000,-40.159,-40.205,-40.187,-40.184,-40.183,-40.182